uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,eventID,ovenStartDate,ovenEndDate,fieldSampleID,sampleCondition,massSampleID,samplingProtocolVersion,biogeoSample,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"3c01845b-87ec-41b8-8a3f-e5691a2e847c","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_579","2021-10-25","2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART071579.20211012","OK","NEON.LTR.BART071579.20211012.MXT","NEON.DOC.001710vH","N","Mixed",0.0500,"N",,
"b1e93f30-3ac8-449a-9231-b63a0514f36c","BART_040.basePlot.ltr","D01","BART","BART_040","BART_040_884",,"2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART040884.20211012","OK","NEON.LTR.BART040884.20211012.FLR","NEON.DOC.001710vH","N","Flowers",0.0000,"N",,
"49de8710-e058-4fc8-9c28-3db9c60e6402","BART_047.basePlot.ltr","D01","BART","BART_047","BART_047_864",,"2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART047864.20211012","OK","NEON.LTR.BART047864.20211012.FLR","NEON.DOC.001710vH","N","Flowers",0.0000,"N",,
"3fa19d41-5807-42b0-b4d7-027a34206288","BART_047.basePlot.ltr","D01","BART","BART_047","BART_047_046",,"2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART047046.20211012","OK","NEON.LTR.BART047046.20211012.OTH","NEON.DOC.001710vH","N","Other",0.0000,"N",,
"ab1c0cf1-8a30-456a-a4cb-7db7e07bd08b","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_539","2021-10-25","2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART073539.20211012","OK","NEON.LTR.BART073539.20211012.SDS","NEON.DOC.001710vH","N","Seeds",0.3400,"N",,
"efff6b1c-9505-49be-bf05-61ce199ea3b3","BART_040.basePlot.ltr","D01","BART","BART_040","BART_040_884","2021-10-25","2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART040884.20211012","OK","NEON.LTR.BART040884.20211012.LVS","NEON.DOC.001710vH","N","Leaves",20.6400,"N",,
"b44c6226-7b58-4bf0-b249-7346c87015a8","BART_047.basePlot.ltr","D01","BART","BART_047","BART_047_864","2021-10-25","2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART047864.20211012","OK","NEON.LTR.BART047864.20211012.LVS","NEON.DOC.001710vH","N","Leaves",36.6600,"N",,
"151af19d-5c24-4784-a4d5-0cce555174c2","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_539","2021-10-25","2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART073539.20211012","OK","NEON.LTR.BART073539.20211012.NDL","NEON.DOC.001710vH","N","Needles",0.6000,"N",,
"4a22a2b1-d07d-4204-a751-bbb91c12ffa7","BART_040.basePlot.ltr","D01","BART","BART_040","BART_040_884",,"2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-24T13:45Z","NEON.LTR.BART040884.20211012","OK","NEON.LTR.BART040884.20211012.TWI","NEON.DOC.001710vH","N","Twigs/branches",0.0000,"N",,
"34f134f5-29e2-49ea-9e66-a5d51174d8fa","BART_040.basePlot.ltr","D01","BART","BART_040","BART_040_158","2021-10-26","2021-09-27","2021-10-12","LTR.2021.BART.09","2021-10-14T19:47Z","2021-10-25T17:31Z","NEON.LTR.BART040158.20211012","OK","NEON.LTR.BART040158.20211012.MXT","NEON.DOC.001710vH","N","Mixed",0.0050,"Y",,
