uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,eventID,ovenStartDate,ovenEndDate,fieldSampleID,sampleCondition,massSampleID,samplingProtocolVersion,biogeoSample,functionalGroup,dryMass,qaDryMass,remarks,measuredBy
"8f035917-9687-488b-b756-6f6dca42fbdb","BART_040.basePlot.ltr","D01","BART","BART_040","BART_040_884","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T14:04Z","NEON.LTR.BART040884.20230925","OK","NEON.LTR.BART040884.20230925.WDY","NEON.DOC.001710vJ","N","Woody material",0.0700,"N",,"0009-0003-2952-3753"
"dc63b695-53a6-434d-9ba5-baaa3acc5617","BART_047.basePlot.ltr","D01","BART","BART_047","BART_047_864","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T15:46Z","NEON.LTR.BART047864.20230925","OK","NEON.LTR.BART047864.20230925.SDS","NEON.DOC.001710vJ","N","Seeds",0.1700,"N",,"0009-0003-2952-3753"
"44db683a-d122-4d33-98aa-c397800329d4","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_294","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T17:56Z","NEON.LTR.BART073294.20230925","OK","NEON.LTR.BART073294.20230925.SDS","NEON.DOC.001710vJ","N","Seeds",3.5700,"N",,"0009-0003-2952-3753"
"9ce9a8d6-a147-45cc-96fd-8f97835317e3","BART_036.basePlot.ltr","D01","BART","BART_036","BART_036_925","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T15:12Z","NEON.LTR.BART036925.20230925","OK","NEON.LTR.BART036925.20230925.NDL","NEON.DOC.001710vJ","N","Needles",0.5100,"N",,"0009-0003-2952-3753"
"641efeca-d618-44e4-97e3-c7dff22c3f4c","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_808","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T14:40Z","NEON.LTR.BART050808.20230925","OK","NEON.LTR.BART050808.20230925.WDY","NEON.DOC.001710vJ","N","Woody material",0.3200,"Y",,"0009-0003-2952-3753"
"59bc97b0-07f7-4641-b08d-642c3ebad2c5","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_808","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T14:40Z","NEON.LTR.BART050808.20230925","OK","NEON.LTR.BART050808.20230925.FLR","NEON.DOC.001710vJ","N","Flowers",0.0600,"N",,"0009-0003-2952-3753"
"b0438203-01a5-459e-9a25-a5cc3138a4af","BART_047.basePlot.ltr","D01","BART","BART_047","BART_047_046","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T14:50Z","NEON.LTR.BART047046.20230925","OK","NEON.LTR.BART047046.20230925.NDL","NEON.DOC.001710vJ","N","Needles",1.8200,"N",,"0009-0003-2952-3753"
"be520663-451f-421e-b423-dc23f366fa8f","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T16:55Z","NEON.LTR.BART050046.20230925","OK","NEON.LTR.BART050046.20230925.TWI","NEON.DOC.001710vJ","N","Twigs/branches",1.8800,"N",,"0009-0003-2952-3753"
"b0ddd25f-f1d6-4178-84e9-47f5ae1cfe67","BART_050.basePlot.ltr","D01","BART","BART_050","BART_050_046","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T16:55Z","NEON.LTR.BART050046.20230925","OK","NEON.LTR.BART050046.20230925.OTH","NEON.DOC.001710vJ","N","Other",0.2700,"N",,"0009-0003-2952-3753"
"e8d3e9ab-e0e8-49f6-ba94-422e6ed10438","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_539","2023-10-11","2023-08-29","2023-09-25","LTR.2023.BART.39","2023-10-03T21:06Z","2023-10-10T17:46Z","NEON.LTR.BART073539.20230925","OK","NEON.LTR.BART073539.20230925.LVS","NEON.DOC.001710vJ","N","Leaves",4.3500,"N",,"0009-0003-2952-3753"
